0.600033,125.000000,52.000000,0.000000,0
0.604627,124.000000,52.000000,0.000000,0
0.616087,123.000000,52.000000,0.000000,0
0.625764,122.000000,52.000000,0.000000,0
0.636313,121.000000,52.000000,0.000000,0
0.645344,120.000000,52.000000,0.000000,0
0.655246,119.000000,52.000000,0.000000,0
0.662762,119.000000,53.000000,0.000000,0
0.666987,118.000000,52.000000,0.000000,0
0.668584,118.000000,53.000000,0.000000,0
0.676382,117.000000,53.000000,0.000000,0
0.685764,116.000000,53.000000,0.000000,0
0.693236,115.000000,53.000000,0.000000,0
0.701258,114.000000,53.000000,0.000000,0
0.708374,113.000000,53.000000,0.000000,0
0.711781,113.000000,54.000000,0.000000,0
0.717370,112.000000,54.000000,0.000000,0
0.724780,111.000000,54.000000,0.000000,0
0.732260,110.000000,54.000000,0.000000,0
0.739889,109.000000,54.000000,0.000000,0
0.747673,108.000000,54.000000,0.000000,0
0.755282,107.000000,54.000000,0.000000,0
0.763818,106.000000,54.000000,0.000000,0
0.770278,105.000000,54.000000,0.000000,0
0.778158,104.000000,54.000000,0.000000,0
0.785929,103.000000,54.000000,0.000000,0
0.793418,102.000000,54.000000,0.000000,0
0.800435,101.000000,54.000000,0.000000,0
0.807281,100.000000,54.000000,0.000000,0
0.815266,99.000000,54.000000,0.000000,0
0.822172,98.000000,54.000000,0.000000,0
0.830508,97.000000,54.000000,0.000000,0
0.838129,96.000000,54.000000,0.000000,0
0.844753,95.000000,54.000000,0.000000,0
0.852205,94.000000,54.000000,0.000000,0
0.860326,93.000000,54.000000,0.000000,0
0.867674,92.000000,54.000000,0.000000,0
0.874635,91.000000,54.000000,0.000000,0
0.883389,90.000000,54.000000,0.000000,0
0.891232,89.000000,54.000000,0.000000,0
0.899058,88.000000,54.000000,0.000000,0
0.907370,87.000000,54.000000,0.000000,0
0.915306,86.000000,54.000000,0.000000,0
0.922418,85.000000,54.000000,0.000000,0
0.926989,85.000000,53.000000,0.000000,0
0.930082,84.000000,54.000000,0.000000,0
0.930743,84.000000,53.000000,0.000000,0
0.936407,83.000000,53.000000,0.000000,0
0.943599,82.000000,53.000000,0.000000,0
0.949815,81.000000,53.000000,0.000000,0
0.954980,80.000000,53.000000,0.000000,0
0.958669,80.000000,52.000000,0.000000,0
0.962127,79.000000,52.000000,0.000000,0
0.969285,78.000000,52.000000,0.000000,0
0.976938,77.000000,52.000000,0.000000,0
0.984918,76.000000,52.000000,0.000000,0
0.992991,75.000000,52.000000,0.000000,0
1.000502,74.000000,52.000000,0.000000,0
1.007811,73.000000,52.000000,0.000000,0
